,id,popularity,budget,revenue,original_title,director,keywords,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
6756,13249,0.46306800000000004,18000000,1196307,Seraphim Falls,David Von Ancken,frontier|colonel|storm|bullet|remedy,115,Western,2006-09-13,65,5.8,2006,19470044.8492483,1294008.38574831
6757,2357,0.375934,0,580527,10 Items or Less,Brad Silberling,casual meeting|restart|job interview|underclass|consumption,81,Comedy,2006-09-11,23,6.8,2006,0.0,627938.1514555321
6758,14624,0.374486,0,0,The Ultimate Gift,Michael O. Sajbel,grandfather grandson relationship|independent film|wealth|inheritance fight,114,Romance,2006-10-20,43,6.8,2006,0.0,0.0
6760,38580,0.371028,0,0,The Little Matchgirl,Roger Allers,winter|disney short|based on short story,7,Drama,2006-09-07,15,6.5,2006,0.0,0.0
6761,15213,0.370019,0,16627188,Everyone's Hero,Christopher Reeve|Colin Brady|Dan St. Pierre,baseball bat|sport|theft|new york yankees,88,Action,2006-09-15,30,5.6,2006,0.0,17985116.448715698
6762,13075,0.36789299999999997,2000000,622806,Sherrybaby,Laurie Collyer,independent film|mother daughter relationship|woman director,96,Drama,2006-09-08,14,6.5,2006,2163338.31658314,673670.041798941
6764,2179,0.8771909999999989,22000000,13405595,Tenacious D in The Pick of Destiny,Liam Lynch,guitar|rock star|rock|music competition,93,Comedy,2006-11-22,206,6.2,2006,23796721.482414603,14500418.660047699
6765,1249,0.36194899999999997,0,16803753,Hollywoodland,Allen Coulter,detective|jealousy|dying and death|deceived wive|lovers,126,Drama,2006-08-31,37,6.1,2006,0.0,18176101.363649398
6766,14609,0.36191100000000004,0,6700000,Ultimate Avengers,Curt Geda|Steven E. Gordon|Bob Richardson,mask|alien life-form|superhero|superhero team|captain america,72,Action,2006-02-21,51,6.4,2006,0.0,7247183.36055353
6767,9782,0.360617,0,0,The Night Listener,Patrick Stettner,radio station|radio presenter|radio transmission|independent film,91,Drama,2006-02-12,15,4.7,2006,0.0,0.0
6768,9895,0.360145,20000000,41237648,Man of the Year,Barry Levinson,u.s. president|president elections|comedian,115,Comedy,2006-10-09,64,5.4,2006,21633383.1658314,44605492.0020841
6770,9954,0.357462,20000000,37597471,The Covenant,Renny Harlin,magic|male friendship|college|supernatural powers|teenager,97,Action,2006-09-08,164,5.2,2006,21633383.1658314,40668024.8104618
6771,16774,0.357119,0,0,Hellboy Animated: Sword of Storms,Phil Weinstein|Tad Stones,swordplay|sword|superhero|alternate dimension|murder,73,TV Movie,2006-10-28,16,5.5,2006,0.0,0.0
6772,10005,0.35581599999999997,0,0,Behind Enemy Lines II: Axis of Evil,James Dodson,nuclear missile|soldier|north korea,96,Action,2006-10-17,21,4.7,2006,0.0,0.0
6773,14542,0.310895,0,0,Jeff Dunham: Arguing with Myself,Manny Rodriguez,ventriloquist|stand-up,76,Comedy,2006-04-11,18,6.4,2006,0.0,0.0
6774,9950,0.35186999999999996,0,0,Find Me Guilty,Sidney Lumet,court case|staatsanwÃ¤ltin|family clan|gangster,125,Drama,2006-03-16,61,6.3,2006,0.0,0.0
6775,9841,0.350497,0,0,Rest Stop,John Shiban,roadhouse|lorry|truck driver,80,Horror,2006-10-07,28,5.0,2006,0.0,0.0
6776,24180,0.345569,0,0,NapolÃ©on (et moi),Paolo VirzÃ¬,napoleon bonaparte,110,Comedy,2006-10-13,11,4.9,2006,0.0,0.0
6777,8436,0.34202,0,0,La tourneuse de pages,Denis Dercourt|Rafaele Ravinet-Virbel,conservatory|stage|babysitter|pianistin|music,85,Drama,2006-08-09,18,6.5,2006,0.0,0.0
6778,5393,0.340571,0,0,Happily N'Ever After,Paul Bolger|Yvette Kaplan|Greg Tiernan,dwarves|cinderella|wolf|bad mother-in-law|prince,75,Fantasy,2006-09-14,55,4.4,2006,0.0,0.0
6779,14474,0.339084,5000000,0,The Oh in Ohio,Billy Kent,sex|adultery|depression|infidelity|nightclub,88,Comedy,2006-03-30,14,5.6,2006,5408345.79145786,0.0
6780,9761,0.338476,150000,0,Elephants Dream,Bassam Kurdali,dream|future,11,Animation,2006-03-24,14,6.0,2006,162250.373743735,0.0
6781,10053,0.33726799999999996,15000000,66966987,When a Stranger Calls,Simon West,babysitter|death of a friend|killer|strange person|call,87,Horror,2006-02-03,123,5.4,2006,16225037.3743735,72436124.4616127
6782,9672,0.33058200000000004,13000000,1151330,Infamous,Douglas McGrath,killing|death penalty|kansas|author|murder hunt,110,Drama,2006-11-16,24,5.5,2006,14061699.057790399,1245358.15201583
6783,12795,0.32548499999999997,500000,745327,Another Gay Movie,Todd Stephens,gay|gay romance|coming of age|lesbian|loss of virginity,92,Comedy,2006-04-28,28,5.1,2006,540834.579145786,806197.228741983
6784,14219,0.323679,0,0,Skinwalkers,James Isaac,transformation|blood|werewolf,110,Fantasy,2006-03-20,32,4.6,2006,0.0,0.0
6785,6641,0.44593599999999994,0,0,Love and Other Disasters,Alek Keshishian,london|sex|screenplay|new love|lifestyle,91,Comedy,2006-09-09,54,5.7,2006,0.0,0.0
6786,14194,0.32090799999999997,11000000,46396427,Dhoom 2,Sanjay Gadhvi,robbery|indian|brazil|adventure|sequel,147,Drama,2006-11-24,43,6.5,2006,11898360.741207302,50185584.1408264
6787,9656,0.312729,9000000,21510851,Black Christmas,Glen Morgan,holiday|difficult childhood|childhood memory|childhood trauma|psychopath,84,Horror,2006-12-25,44,5.3,2006,9735022.42462415,23267624.095305398
6788,5172,0.312609,13000000,11130889,The Astronaut Farmer,Michael Polish,nasa|texas|dream|fbi|bankrupt,104,Adventure,2006-10-15,49,6.2,2006,14061699.057790399,12039939.3356669
6789,10886,0.31006300000000003,8000000,0,La Sconosciuta,Giuseppe Tornatore,italy|prostitute|cleaning lady|suppressed past|ukrainian,118,Drama,2006-10-09,21,7.5,2006,8653353.26633258,0.0
6790,8324,0.309824,0,0,Fast Food Nation,Richard Linklater,usa|texas|illegal immigration|illegal employment|fast food restaurant,116,Comedy,2006-05-16,51,5.7,2006,0.0,0.0
6791,14453,0.308248,0,0,Slipp Jimmy Fri,Christopher Nielsen,circus|elephant,86,Animation,2006-04-21,11,4.9,2006,0.0,0.0
6792,37924,0.30746,0,0,Sweeney Todd,David Moore,barber|tv movie,90,Drama,2006-01-03,18,6.4,2006,0.0,0.0
6793,10288,0.30727899999999997,8000000,426224,Fido,Andrew Currie,vororte|black humor|satire|black comedy|gore,91,Romance,2006-09-07,61,6.7,2006,8653353.26633258,461033.35532366706
6794,10790,0.23103,0,0,The Abandoned,Nacho CerdÃ ,russia|haunted house|insanity|twin brother|murder,99,Horror,2006-09-11,18,5.2,2006,0.0,0.0
6796,7859,0.49022899999999997,700000,0,Half Nelson,Ryan Fleck,date|ex-girlfriend|bicycle|crack|independent film,107,Drama,2006-08-11,117,6.2,2006,757168.4108041009,0.0
6797,12526,0.300525,4000000,8059140,Bug,William Friedkin,obsession|paranoia|motel|conspiracy theory|insects,102,Horror,2006-05-19,61,5.6,2006,4326676.63316629,8717323.18035394
6798,9650,0.298379,0,0,Hard Luck,Mario Van Peebles,stolen money|money|serial killer,101,Crime,2006-08-22,12,5.3,2006,0.0,0.0
6799,9697,0.298124,75000000,42285169,Lady in the Water,M. Night Shyamalan,fortune teller|religion and supernatural|supernatural powers|mythical creature|hell,110,Drama,2006-07-21,187,5.2,2006,81125186.87186791,45738563.1604469
6800,18147,0.29743400000000003,26000000,0,Unaccompanied Minors,Paul Feig,holiday,90,Comedy,2006-12-08,33,5.3,2006,28123398.115580797,0.0
6802,10961,0.29323899999999997,0,69136,Behind the Mask: The Rise of Leslie Vernon,Scott Glosserman,career|victim of murder|idol|filmteam|serial killer,92,Comedy,2006-01-01,41,6.6,2006,0.0,74782.2789276461
6803,19344,0.292225,900000,0,Loving Annabelle,Katherine Brooks,bisexuality|australia|twin brother|friends|melbourne,76,Drama,2006-03-08,27,6.6,2006,973502.242462415,0.0
6805,10118,0.287483,0,11449638,Material Girls,Martha Coolidge,sister sister relationship|wealth|family|woman director|riches to rags,97,Comedy,2006-08-18,83,4.8,2006,0.0,12384720.2982032
6806,14823,0.224856,0,0,London to Brighton,Paul Andrew Williams,suspense,85,Action,2006-12-01,12,6.0,2006,0.0,0.0
6807,9766,0.282881,30000000,41480851,Gridiron Gang,Phil Joanou,competition|prisoner|probation assistant |sport|youth violence,125,Action,2006-09-15,123,6.5,2006,32450074.7487471,44868557.186388105
6808,9786,0.28091,0,0,Art School Confidential,Terry Zwigoff,dormitory|art school|independent film|serial killer|teenage crush,102,Comedy,2006-11-10,31,6.3,2006,0.0,0.0
6809,3603,0.440741,0,4946225,Black Sheep,Jonathan King,new zealand|sheep|animal horror,87,Horror,2006-09-09,88,5.5,2006,0.0,5350179.03247073
6810,10085,0.276246,0,0,Unrest,Jason Todd Ipson,prostitute|murder of prostitute|medical examiner|pathology|hospital,88,Horror,2006-10-22,21,5.2,2006,0.0,0.0
6811,2168,0.27621999999999997,850000,0,2:37,Murali K. Thalluri,suicide|rape|american football|sexuality|jealousy,91,Drama,2006-05-26,29,7.2,2006,919418.7845478359,0.0
6812,13198,0.27574499999999996,0,0,Wristcutters: A Love Story,Goran Dukic,independent film|ex boyfriend ex girlfriend relationship|breakup|rolling a cigarette|autocide,88,Comedy,2006-01-24,73,6.4,2006,0.0,0.0
6813,18858,0.462229,0,0,Irresistible,Ann Turner,sex|infidelity|secret|obsession|paranoia,103,Drama,2006-04-18,16,5.6,2006,0.0,0.0
6814,11404,0.275554,0,0,Driving Lessons,Jeremy Brock,auto|autoritian education|independent film|teacher,98,Comedy,2006-04-30,22,6.3,2006,0.0,0.0
6815,15077,0.27504,0,0,é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,Johnnie To,suspense|organized crime|gangster|criminal|triad,92,Drama,2006-04-27,16,7.0,2006,0.0,0.0
6816,10094,0.27403,0,0,Gone,Ringan Ledwidge,australian|australia|suspense,88,Crime,2006-10-26,14,5.1,2006,0.0,0.0
6817,1967,0.22724299999999997,0,0,Ask the Dust,Robert Towne,italy|mexico|alcohol|sex|beach,117,Drama,2006-02-02,23,5.2,2006,0.0,0.0
6819,17287,0.15219100000000002,0,0,Poultrygeist: Night of the Chicken Dead,Lloyd Kaufman,musical,103,Comedy,2006-12-26,13,5.1,2006,0.0,0.0
6820,18870,0.17116800000000001,7000000,0,Minotaur,Jonathan English,greek mythology|minotaur|ancient greece,93,Horror,2006-03-11,15,3.4,2006,7571684.10804101,0.0
6821,18925,0.206454,100000,10178331,Facing the Giants,Alex Kendrick,christian|sport|aftercreditsstinger,111,Drama,2006-09-29,41,6.8,2006,108166.91582915699,11009586.725583
6822,21427,0.269354,0,29326868,La Doublure,Francis Veber,paris|adultery|louvre|supermodel|belleville,85,Comedy,2006-03-29,75,6.1,2006,0.0,31721968.624888
6823,13171,0.268801,0,3091922,The Ex,Jesse Peretz,independent film,90,Comedy,2006-12-01,31,5.0,2006,0.0,3344436.66724319
6824,24801,0.267231,0,0,Cow Belles,Francine McDougall,sports car|sister sister relationship|spoiled child|dairy|woman director,90,TV Movie,2006-03-24,36,5.1,2006,0.0,0.0
6825,38163,0.267119,0,0,Bernard and Doris,Bob Balaban,gay|butler|orchid|alcoholic|rich,103,Comedy,2006-09-01,10,6.2,2006,0.0,0.0
6826,10007,0.266131,8000000,0,See No Evil,Gregory Dark,hotel|eye ball|murder|serial killer|youth,84,Horror,2006-05-19,67,4.7,2006,8653353.26633258,0.0
6827,11910,0.260556,9364800,0,Hogfather,Vadim Jean,santa claus|gift|disguise|death,185,Drama,2006-12-18,18,6.9,2006,10129615.3335689,0.0
6830,1919,0.265007,0,0,Away from Her,Sarah Polley,nurse|canada|professor|love of one's life|forgiveness,110,Drama,2006-09-11,24,6.6,2006,0.0,0.0
6831,11705,0.263646,0,1128345,Red Road,Andrea Arnold,rape|glasgow|loss of family|security camera|revenge,105,Drama,2006-05-20,19,6.1,2006,0.0,1220495.9864125
6832,8618,0.326984,4000000,13401952,The History Boys,Nicholas Hytner,gay|becoming an adult|education|exam|scholarship,109,Comedy,2006-10-02,27,5.6,2006,4326676.63316629,14496478.139304
6834,14055,0.257326,0,210128,Starter for 10,Tom Vaughan,sex|fight|television|nudity|protest,92,Drama,2006-09-13,60,6.7,2006,0.0,227288.97689349102
6835,26594,0.257275,0,0,The Secret,Drew Heriot,scam|pseudoscience,90,Documentary,2006-03-26,31,5.4,2006,0.0,0.0
6836,16727,0.254596,12000000,20138836,The Namesake,Mira Nair,independent film|woman director,122,Drama,2006-09-02,23,7.0,2006,12980029.8994988,21783557.785092
6838,1781,0.251388,1000000,46243000,An Inconvenient Truth,Davis Guggenheim,climate change|greenhouse effect|climate|earth|global warming,100,Documentary,2006-01-24,130,6.5,2006,1081669.15829157,50019626.8868772
6839,9809,0.24994899999999998,4000000,4630045,Let's Go to Prison,Bob Odenkirk,loss of father|condom|vulgar|parole board|alcohol abuse,84,Comedy,2006-11-17,36,5.4,2006,4326676.63316629,5008176.8780021
6840,10958,0.34116799999999997,0,0,Flight 93,Peter Markle,passenger|airplane|war on terror|weapon,89,Drama,2006-01-30,19,6.2,2006,0.0,0.0
6841,1730,0.247029,0,849055,Inland Empire,David Lynch,circus|polen|film business|film producer|homeless person,172,Horror,2006-09-06,88,6.8,2006,0.0,918396.6071932509
6842,11494,0.24669000000000002,0,0,Wilderness,Michael J. Bassett,suicide|prison|camping|island|knife,94,Horror,2006-08-11,21,6.1,2006,0.0,0.0
6843,9773,0.245865,0,0,Alien Autopsy,Jonny Campbell,cia|videoband|autopsy|british|alien,95,Comedy,2006-04-07,23,5.5,2006,0.0,0.0
6844,26655,0.241377,5000000,0,Like Mike 2: Streetball,David Nelson,sport,96,Comedy,2006-06-06,10,3.8,2006,5408345.79145786,0.0
6845,14930,0.23813099999999998,0,0,Relative Strangers,Greg Glienna,parents kids relationship|looking for  birth parents|independent film,84,Comedy,2006-05-01,11,5.4,2006,0.0,0.0
6846,13754,0.238102,0,0,Tekkon kinkurÃ®to,Michael Arias,flying|yakuza|minotaur|based on manga|urban setting,103,Action,2006-12-11,43,7.5,2006,0.0,0.0
6847,14761,0.237683,0,163000,Cocaine Cowboys,Billy Corben,cocaine|drug dealer,118,Action,2006-04-26,26,7.1,2006,0.0,176312.07280152602
6848,34204,0.235116,0,0,Return to Halloweentown,David Jackson,holiday|witch|magic|disney channel,88,Adventure,2006-01-01,36,5.2,2006,0.0,0.0
6849,13002,0.234789,0,0,Barbie in the 12 Dancing Princesses,Greg Richardson,sister sister relationship|dance|barbie|princess|ballet,83,Animation,2006-09-19,60,6.8,2006,0.0,0.0
6850,9834,0.232213,0,0,The Net 2.0,Charles Winkler,istanbul|new identity|false identity|computer expert,95,Action,2006-02-15,12,5.0,2006,0.0,0.0
6851,11798,0.225633,2380000,8176544,This Is England,Shane Meadows,holiday|skinhead|england|vandalism|independent film,101,Drama,2006-09-12,187,7.1,2006,2574372.59673394,8844315.46621401
6852,21141,0.222458,0,0,Simon Says,William Dear,psycho killer,87,Horror,2006-01-01,12,5.7,2006,0.0,0.0
6853,14938,0.22004899999999997,0,0,The Alibi,Matt Checkowski|Kurt Mattila,alibi|con man|suspect|murder|business,90,Romance,2006-01-12,16,5.3,2006,0.0,0.0
6854,14872,0.21872199999999997,3000000,0,The Cutting Edge: Going for the Gold,Sean McNamara,sport|figure skating|olympics,98,Comedy,2006-02-07,12,5.8,2006,3245007.47487471,0.0
6855,7861,0.21820100000000003,0,0,Outsourced,John Jeffcoat,indian|new love|daily life|unexpected happiness|arts and culture,102,Comedy,2006-09-12,27,6.1,2006,0.0,0.0
6856,15495,0.21735,0,0,The Hamiltons,Mitchell Altieri|Phil Flores,misfit|homosexuality|video camera,86,Drama,2006-11-19,31,4.9,2006,0.0,0.0
6857,9842,0.5339659999999989,20000000,17807569,School for Scoundrels,Todd Phillips,date|competition|lovesickness|mentor|traffic policeman,100,Comedy,2006-09-29,53,5.5,2006,21633383.1658314,19261898.171449102
6858,8194,0.210808,0,516139,A Guide To Recognizing Your Saints,Dito Montiel,author|retrospective|queens new york city|childhood,104,Crime,2006-09-29,55,6.7,2006,0.0,558291.637691454
6860,10049,0.20921599999999999,0,0,Attack Force,Michael Keusch,army|slaughter|drug,94,Action,2006-12-05,14,6.3,2006,0.0,0.0
6861,2016,0.20754,14500000,22963701,IndigÃ¨nes,Rachid Bouchareb,world war ii|algerian|german|northern africa|french,128,Drama,2006-05-25,52,6.7,2006,15684202.795227801,24839127.1319293
6862,13162,0.207312,0,834457,Blind Dating,James Keach,blindness and impaired vision|arranged marriage|blind date,99,Comedy,2006-07-28,26,6.3,2006,0.0,902606.4008205109
6863,13529,0.23985399999999998,0,0,Daft Punk's Electroma,Thomas Bangalter|Guy-Manuel de Homem-Christo,android|small town|surreal|wilderness,74,Science Fiction,2006-03-24,15,6.7,2006,0.0,0.0
6864,31047,0.22354200000000002,0,0,Jesse Stone: Night Passage,Robert Harmon,cop|new england|jesse stone,89,Drama,2006-01-15,13,6.3,2006,0.0,0.0
6865,13728,0.201755,0,0,EnfermÃ©s dehors,Albert Dupontel,suicide|sex-shop|police|violence,78,Comedy,2006-04-05,20,5.9,2006,0.0,0.0
6866,13364,0.200935,0,201275,Deliver Us from Evil,Amy Berg,woman director,101,Crime,2006-06-24,26,7.2,2006,0.0,217712.95983513602
6867,6948,0.200709,0,0,The Woods,Lucky McKee,monster|disappearance|forest,91,Mystery,2006-09-25,20,5.3,2006,0.0,0.0
6868,14012,0.200545,15000000,21000000,Flicka,Michael Mayer,horse,95,Drama,2006-10-20,37,6.1,2006,16225037.3743735,22715052.324123003
6869,17,0.546134,0,0,The Dark,John Fawcett,suicide|paradise|child abuse|sea|adolescence,87,Horror,2006-01-26,31,5.2,2006,0.0,0.0
6871,10069,0.189838,9000000,27105095,Stay Alive,William Brent Bell,video game|hacker|virtual reality|virtual fight|baroness,100,Horror,2006-03-24,83,5.3,2006,9735022.42462415,29318745.294063102
6872,16276,0.188658,0,0,Les Brigades du Tigre,JÃ©rÃ´me Cornuau,france|anarchist|police|based on tv series|crime,125,Action,2006-04-14,13,5.8,2006,0.0,0.0
6873,10093,0.188603,15000000,11992014,The Return,Asif Kapadia,wound|nightmare|stalker|murder,85,Drama,2006-11-10,20,5.2,2006,16225037.3743735,12971391.689600699
6874,10854,0.187887,0,0,Wicked Little Things,J.S. Cardone,gallery|loss of husband|mine accident,94,Drama,2006-01-01,26,4.5,2006,0.0,0.0
6875,14064,0.187319,2000000,300000,Ten Canoes,Rolf de Heer|Peter Djigirr,male nudity|female nudity|nudity|swamp|canoe,90,Adventure,2006-06-29,12,5.9,2006,2163338.31658314,324500.74748747103
6876,9526,0.178655,0,0,A Prairie Home Companion,Robert Altman,usa|country music|commercial|radio presenter|radio transmission,105,Drama,2006-06-09,38,6.2,2006,0.0,0.0
6879,18437,0.170775,0,0,The Darwin Awards,Finn Taylor,independent film,94,Comedy,2006-07-05,25,5.0,2006,0.0,0.0
6880,50787,0.16958299999999898,0,0,Going to Pieces: The Rise and Fall of the Slasher Film,Jeff McQueen,film director|interview|slasher|filmmaking|horror filmmaking,88,Documentary,2006-10-13,12,6.8,2006,0.0,0.0
6881,7872,0.066302,0,0,The Road to Guantanamo,Mat Whitecross|Michael Winterbottom,cuba|guantÃ¡namo|independent film,95,Documentary,2006-03-09,13,6.3,2006,0.0,0.0
6883,36668,0.157586,210000000,234360014,X-Men: The Last Stand,Brett Ratner,mutant|marvel comic|based on comic book|superhuman|storm,104,Adventure,2006-05-24,2381,6.2,2006,227150523.24122998,253499999.080581
6884,9924,0.156931,0,0,The Hard Corps,Sheldon Lettich,bodyguard|special car|business man|rapper,110,Action,2006-08-15,21,4.7,2006,0.0,0.0
6886,13551,0.155301,0,0,The Dead Girl,Karen Moncrieff,fire|newspaper|hooker|independent film|woman director,85,Crime,2006-11-07,21,6.5,2006,0.0,0.0
6887,15664,0.1546,0,2043704,Right at Your Door,Chris Gorak,post-apocalyptic,96,Drama,2006-01-23,22,5.2,2006,0.0,2210611.58547712
6888,15590,0.150038,0,0,The Prince & Me 2: The Royal Wedding,Catherine Cyran,prince|bride|sequel|royalty|wedding,96,Family,2006-02-21,49,4.8,2006,0.0,0.0
6890,13508,0.145707,1000000,1678874,Who Killed the Electric Car?,Chris Paine,energy supply|automobile industry|independent film,92,Documentary,2006-01-23,25,6.6,2006,1081669.15829157,1815986.2264576
6891,9727,0.47151000000000004,5000000,0,End Game,Andy Cheng,assassination|cia|helicopter|journalist|u.s. president,93,Action,2006-03-22,11,4.8,2006,5408345.79145786,0.0
6892,12555,0.154077,0,0,Obsluhoval jsem anglickÃ©ho krÃ¡le,JiÅ™Ã­ Menzel,expensive restaurant|luxury|adolf hitler|prague|sudetendeutsch,120,Comedy,2006-12-19,12,6.8,2006,0.0,0.0
6893,20683,0.139485,0,0,Peiru Kokun,Yasuhiro Yoshiura,post-apocalyptic|curiosity,23,Animation,2006-01-18,12,6.8,2006,0.0,0.0
6894,192040,0.137913,0,0,Planet Earth,Alastair Fothergill,great cinematpgraphy,550,Documentary,2006-12-10,65,7.6,2006,0.0,0.0
6895,9847,0.136505,0,0,The Tripper,David Arquette,hippie|psychopath|ronald reagan|serial killer|youth,93,Horror,2006-04-20,12,4.7,2006,0.0,0.0
6896,13751,0.13304100000000002,8000000,18948425,Akeelah and the Bee,Doug Atchison,black people|spelling|spelling bee,112,Drama,2006-04-28,46,6.6,2006,8653353.26633258,20495926.920700897
6897,9796,0.41246800000000006,10000000,0,Turistas,John Stockwell,beach|brazil|culture clash|backpacker|palmen,93,Horror,2006-12-01,86,5.2,2006,10816691.5829157,0.0
6898,17245,0.095413,0,0,Mulberry Street,Jim Mickle,infection|zombies,84,Horror,2006-05-23,17,4.8,2006,0.0,0.0
6899,15534,0.130307,0,0,Griffin & Phoenix,Ed Stone,romance|cancer|doctor,102,Comedy,2006-09-12,15,6.6,2006,0.0,0.0
6900,19312,0.1294,3500000,0,The Black Hole,Tibor TakÃ¡cs,alien|mankind annihilated|experiment gone wrong|colossal black hole,90,Thriller,2006-06-10,11,2.8,2006,3785842.0540205003,0.0
6901,10177,0.23094,500000,0,Evil Aliens,Jake West,wales|flying saucer|brood|alien,93,Comedy,2006-03-10,16,5.8,2006,540834.579145786,0.0
6902,12271,0.11867799999999999,7000000,0,Factory Girl,George Hickenlooper,new york|alcohol|sex|infidelity|nudity,90,Drama,2006-12-29,53,6.2,2006,7571684.10804101,0.0
6903,8421,0.142518,0,0,"Zidane, un portrait du 21e siÃ¨cle",Douglas Gordon|Philippe Parreno,sport|professional soccer player|soccer,90,Documentary,2006-05-23,11,5.5,2006,0.0,0.0
6904,14845,0.11510999999999999,0,0,Gray Matters,Sue Kramer,woman director,96,Comedy,2006-10-21,13,5.5,2006,0.0,0.0
6905,19323,0.113479,0,0,Superman: Brainiac Attacks,Curt Geda,dc comics|superhero|animation|super powers|superhuman strength,75,Animation,2006-06-20,10,5.4,2006,0.0,0.0
6906,15314,0.113193,0,0,Mini's First Time,Nick Guthe,independent film,91,Comedy,2006-05-01,12,5.6,2006,0.0,0.0
6908,7839,0.11130799999999999,0,0,Wedding Daze,Michael Ian Black,waitress|inventor|restaurant|arrest|marriage,90,Comedy,2006-09-09,50,5.6,2006,0.0,0.0
6909,15667,0.108669,0,0,The Last Winter,Larry Fessenden,hallucination|sanity,101,Horror,2006-09-11,17,5.9,2006,0.0,0.0
6911,24970,0.21201,0,0,Pink Floyd: Pulse,David Mallet,live concert,145,Music,2006-07-09,23,8.7,2006,0.0,0.0
6913,9917,0.0979,0,21353303,Waist Deep,Vondie Curtis-Hall,ex-detainee|baby-snatching|drug lord|hoodlum,97,Action,2006-06-23,21,6.9,2006,0.0,23097209.282754898
6914,9958,0.096955,5000000,3833507,Trailer Park Boys: The Movie,Mike Clattenburg,trailer park|canada|van,95,Action,2006-10-06,17,6.3,2006,5408345.79145786,4146586.28999485
6915,19213,0.095207,8300000,0,Pledge This!,William Heins,college|sorority|soro,91,Comedy,2006-12-01,16,2.8,2006,8977854.01382005,0.0
6916,21847,0.0948,0,0,10.5: Apocalypse,John Lafia,earthquake,169,Drama,2006-03-18,17,4.6,2006,0.0,0.0
6917,1776,0.19269,0,0,Jesus Camp,Heidi Ewing|Rachel Grady,christianity|religious education|summer camp|god|independent film,87,Documentary,2006-09-15,61,6.5,2006,0.0,0.0
6918,18276,0.08987,0,0,Hoot,Wil Shriner,owl|young teens|animal protection|based on young adult book,91,Drama,2006-05-05,31,5.4,2006,0.0,0.0
6919,37609,0.092151,0,0,The Cheetah Girls 2,Kenny Ortega,spain|music festival|sequel|summer vacation|girl group,96,Comedy,2006-07-31,43,5.1,2006,0.0,0.0
6920,30347,0.086284,0,0,Jesse Stone: Death in Paradise,Robert Harmon,cop|new england|jesse stone,87,Drama,2006-04-30,20,6.5,2006,0.0,0.0
6921,26518,0.0845139999999999,300000,0,Old Joy,Kelly Reichardt,woman director,73,Drama,2006-01-01,16,6.4,2006,324500.74748747103,0.0
6922,16083,0.08424,8000000,382267,First Snow,Mark Fergus,psychic power|salesman,101,Drama,2006-05-05,15,6.6,2006,8653353.26633258,413486.42413264397
6923,12586,0.155835,0,0,Bella,Alejandro Monteverde,waitress|beach|independent film|soccer|girl,91,Drama,2006-09-09,22,6.8,2006,0.0,0.0
6924,1666,0.080478,0,0,The Bridge,Eric Steel,suicide|san francisco|suicide attempt|dying and death|jumping,93,Documentary,2006-10-27,33,6.9,2006,0.0,0.0
6927,14137,0.077689,0,0,Beer League,Frank Sebastiano,baseball|sport,86,Comedy,2006-09-15,12,4.9,2006,0.0,0.0
6928,12713,0.009332,0,0,L'Ivresse du pouvoir,Claude Chabrol,judge|wife husband relationship|konzern|financial transactions,110,Drama,2006-02-16,11,5.8,2006,0.0,0.0
6929,13771,0.076562,0,0,Venus,Roger Michell,beach|bar|wife husband relationship|grandfather granddaughter relationship,95,Drama,2006-09-02,16,6.0,2006,0.0,0.0
6936,15501,0.067896,0,0,Dane Cook: Vicious Circle,Marty Callner|Dane Cook,stand-up,132,Comedy,2006-09-04,11,7.1,2006,0.0,0.0
6938,4641,0.286076,0,0,Read It and Weep,Paul Hoen,based on novel|secret|puberty|book|one-sided love,90,Comedy,2006-07-21,22,4.9,2006,0.0,0.0
6939,11650,0.057948,0,0,Five Fingers,Laurence Malkin,terrorist|morocco|befragung|torture,87,Drama,2006-05-01,18,6.1,2006,0.0,0.0
6940,14297,0.055722,0,0,Root of All Evil?,Russell Barnes,skepticism,93,Documentary,2006-01-09,13,7.5,2006,0.0,0.0
6941,280770,0.065206,0,0,Jane Eyre,Susanna White,woman director,202,Drama,2006-09-24,14,4.8,2006,0.0,0.0
6942,21461,0.029925,0,0,Lage Raho Munna Bhai,Rajkumar Hirani,historical figure|comedy|bollywood|india,144,Comedy,2006-01-01,21,8.1,2006,0.0,0.0
6943,9695,0.049226,0,0,Karla,Joel Bender,rape|small town|biography|sexual harassment|domestic violence,99,Crime,2006-01-20,13,4.3,2006,0.0,0.0
6944,13141,0.047715,0,0,Strangers with Candy,Paul Dinello,independent film,97,Comedy,2006-07-28,11,5.7,2006,0.0,0.0
6945,13484,0.139931,79000,245000,The Foot Fist Way,Jody Hill,north carolina|sport|tae kwon do|independent film|dark comedy,85,Comedy,2006-06-24,19,5.3,2006,85451.8635050342,265008.943781435
6946,1596,0.043164999999999995,0,0,Population 436,Michelle MacLaren,mayor|barn|flat tire|census taker|woman director,88,Drama,2006-09-05,24,5.2,2006,0.0,0.0
6947,15422,0.041671,0,0,Dark Ride,Craig Singer,carnival|psychopath|road trip,94,Horror,2006-10-20,13,3.6,2006,0.0,0.0
